sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
5275,2.538 590 850,"SysTick","ISR Enter","Runs for 4.900 us",253859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22631,5,06 03 EA 03 02 
5276,2.538 595 750,"SysTick","ISR Exit","Returns to Idle",253859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22636,3,0F B6 89 
5277,2.539 590 850,"SysTick","ISR Enter","Runs for 4.900 us",253959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22639,5,06 03 EA 03 02 
5278,2.539 595 750,"SysTick","ISR Exit","Returns to Idle",253959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22644,3,0F B6 89 
5279,2.540 590 850,"SysTick","ISR Enter","Runs for 4.900 us",254059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22647,5,06 03 EA 03 02 
5280,2.540 595 750,"SysTick","ISR Exit","Returns to Idle",254059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22652,3,0F B6 89 
5281,2.541 590 850,"SysTick","ISR Enter","Runs for 4.900 us",254159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22655,5,06 03 EA 03 02 
5282,2.541 595 750,"SysTick","ISR Exit","Returns to Idle",254159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22660,3,0F B6 89 
5283,2.542 590 850,"SysTick","ISR Enter","Runs for 4.900 us",254259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22663,5,06 03 EA 03 02 
5284,2.542 595 750,"SysTick","ISR Exit","Returns to Idle",254259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22668,3,0F B6 89 
5285,2.543 590 850,"SysTick","ISR Enter","Runs for 4.900 us",254359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22671,5,06 03 EA 03 02 
5286,2.543 595 750,"SysTick","ISR Exit","Returns to Idle",254359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22676,3,0F B6 89 
5287,2.544 590 850,"SysTick","ISR Enter","Runs for 4.900 us",254459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22679,5,06 03 EA 03 02 
5288,2.544 595 750,"SysTick","ISR Exit","Returns to Idle",254459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22684,3,0F B6 89 
5289,2.545 590 850,"SysTick","ISR Enter","Runs for 4.900 us",254559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22687,5,06 03 EA 03 02 
5290,2.545 595 750,"SysTick","ISR Exit","Returns to Idle",254559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22692,3,0F B6 89 
5291,2.546 590 850,"SysTick","ISR Enter","Runs for 4.900 us",254659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22695,5,06 03 EA 03 02 
5292,2.546 595 750,"SysTick","ISR Exit","Returns to Idle",254659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22700,3,0F B6 89 
5293,2.547 590 850,"SysTick","ISR Enter","Runs for 4.900 us",254759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22703,5,06 03 EA 03 02 
5294,2.547 595 750,"SysTick","ISR Exit","Returns to Idle",254759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22708,3,0F B6 89 
5295,2.548 590 850,"SysTick","ISR Enter","Runs for 4.900 us",254859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22711,5,06 03 EA 03 02 
5296,2.548 595 750,"SysTick","ISR Exit","Returns to Idle",254859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22716,3,0F B6 89 
5297,2.549 590 850,"SysTick","ISR Enter","Runs for 4.900 us",254959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22719,5,06 03 EA 03 02 
5298,2.549 595 750,"SysTick","ISR Exit","Returns to Idle",254959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22724,3,0F B6 89 
5299,2.550 590 850,"SysTick","ISR Enter","Runs for 4.900 us",255059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22727,5,06 03 EA 03 02 
5300,2.550 595 750,"SysTick","ISR Exit","Returns to Idle",255059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22732,3,0F B6 89 
5301,2.551 590 850,"SysTick","ISR Enter","Runs for 4.900 us",255159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22735,5,06 03 EA 03 02 
5302,2.551 595 750,"SysTick","ISR Exit","Returns to Idle",255159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22740,3,0F B6 89 
5303,2.552 590 850,"SysTick","ISR Enter","Runs for 4.900 us",255259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22743,5,06 03 EA 03 02 
5304,2.552 595 750,"SysTick","ISR Exit","Returns to Idle",255259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22748,3,0F B6 89 
5305,2.553 590 850,"SysTick","ISR Enter","Runs for 4.900 us",255359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22751,5,06 03 EA 03 02 
5306,2.553 595 750,"SysTick","ISR Exit","Returns to Idle",255359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22756,3,0F B6 89 
5307,2.554 590 850,"SysTick","ISR Enter","Runs for 4.900 us",255459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22759,5,06 03 EA 03 02 
5308,2.554 595 750,"SysTick","ISR Exit","Returns to Idle",255459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22764,3,0F B6 89 
5309,2.555 590 850,"SysTick","ISR Enter","Runs for 4.900 us",255559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22767,5,06 03 EA 03 02 
5310,2.555 595 750,"SysTick","ISR Exit","Returns to Idle",255559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22772,3,0F B6 89 
5311,2.556 590 850,"SysTick","ISR Enter","Runs for 4.900 us",255659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22775,5,06 03 EA 03 02 
5312,2.556 595 750,"SysTick","ISR Exit","Returns to Idle",255659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22780,3,0F B6 89 
5313,2.557 590 850,"SysTick","ISR Enter","Runs for 4.900 us",255759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22783,5,06 03 EA 03 02 
5314,2.557 595 750,"SysTick","ISR Exit","Returns to Idle",255759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22788,3,0F B6 89 
5315,2.558 590 850,"SysTick","ISR Enter","Runs for 4.900 us",255859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22791,5,06 03 EA 03 02 
5316,2.558 595 750,"SysTick","ISR Exit","Returns to Idle",255859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22796,3,0F B6 89 
5317,2.559 590 850,"SysTick","ISR Enter","Runs for 4.900 us",255959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22799,5,06 03 EA 03 02 
5318,2.559 595 750,"SysTick","ISR Exit","Returns to Idle",255959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22804,3,0F B6 89 
5319,2.560 590 850,"SysTick","ISR Enter","Runs for 4.900 us",256059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22807,5,06 03 EA 03 02 
5320,2.560 595 750,"SysTick","ISR Exit","Returns to Idle",256059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22812,3,0F B6 89 
5321,2.561 590 850,"SysTick","ISR Enter","Runs for 4.900 us",256159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22815,5,06 03 EA 03 02 
5322,2.561 595 750,"SysTick","ISR Exit","Returns to Idle",256159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22820,3,0F B6 89 
5323,2.562 590 850,"SysTick","ISR Enter","Runs for 4.900 us",256259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22823,5,06 03 EA 03 02 
5324,2.562 595 750,"SysTick","ISR Exit","Returns to Idle",256259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22828,3,0F B6 89 
5325,2.563 590 850,"SysTick","ISR Enter","Runs for 4.900 us",256359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22831,5,06 03 EA 03 02 
5326,2.563 595 750,"SysTick","ISR Exit","Returns to Idle",256359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22836,3,0F B6 89 
5327,2.564 590 850,"SysTick","ISR Enter","Runs for 4.900 us",256459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22839,5,06 03 EA 03 02 
5328,2.564 595 750,"SysTick","ISR Exit","Returns to Idle",256459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22844,3,0F B6 89 
5329,2.565 590 850,"SysTick","ISR Enter","Runs for 4.900 us",256559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22847,5,06 03 EA 03 02 
5330,2.565 595 750,"SysTick","ISR Exit","Returns to Idle",256559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22852,3,0F B6 89 
5331,2.566 590 850,"SysTick","ISR Enter","Runs for 4.900 us",256659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22855,5,06 03 EA 03 02 
5332,2.566 595 750,"SysTick","ISR Exit","Returns to Idle",256659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22860,3,0F B6 89 
5333,2.567 590 850,"SysTick","ISR Enter","Runs for 4.900 us",256759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22863,5,06 03 EA 03 02 
5334,2.567 595 750,"SysTick","ISR Exit","Returns to Idle",256759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22868,3,0F B6 89 
5335,2.568 590 850,"SysTick","ISR Enter","Runs for 4.900 us",256859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22871,5,06 03 EA 03 02 
5336,2.568 595 750,"SysTick","ISR Exit","Returns to Idle",256859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22876,3,0F B6 89 
5337,2.569 590 850,"SysTick","ISR Enter","Runs for 4.900 us",256959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22879,5,06 03 EA 03 02 
5338,2.569 595 750,"SysTick","ISR Exit","Returns to Idle",256959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22884,3,0F B6 89 
5339,2.570 590 850,"SysTick","ISR Enter","Runs for 4.900 us",257059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22887,5,06 03 EA 03 02 
5340,2.570 595 750,"SysTick","ISR Exit","Returns to Idle",257059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22892,3,0F B6 89 
5341,2.571 590 850,"SysTick","ISR Enter","Runs for 4.900 us",257159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22895,5,06 03 EA 03 02 
5342,2.571 595 750,"SysTick","ISR Exit","Returns to Idle",257159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22900,3,0F B6 89 
5343,2.572 590 850,"SysTick","ISR Enter","Runs for 4.900 us",257259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22903,5,06 03 EA 03 02 
5344,2.572 595 750,"SysTick","ISR Exit","Returns to Idle",257259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22908,3,0F B6 89 
5345,2.573 590 850,"SysTick","ISR Enter","Runs for 4.900 us",257359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22911,5,06 03 EA 03 02 
5346,2.573 595 750,"SysTick","ISR Exit","Returns to Idle",257359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22916,3,0F B6 89 
5347,2.574 590 850,"SysTick","ISR Enter","Runs for 4.900 us",257459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22919,5,06 03 EA 03 02 
5348,2.574 595 750,"SysTick","ISR Exit","Returns to Idle",257459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22924,3,0F B6 89 
5349,2.575 590 850,"SysTick","ISR Enter","Runs for 4.900 us",257559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22927,5,06 03 EA 03 02 
5350,2.575 595 750,"SysTick","ISR Exit","Returns to Idle",257559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22932,3,0F B6 89 
5351,2.576 590 850,"SysTick","ISR Enter","Runs for 4.900 us",257659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22935,5,06 03 EA 03 02 
5352,2.576 595 750,"SysTick","ISR Exit","Returns to Idle",257659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22940,3,0F B6 89 
5353,2.577 590 850,"SysTick","ISR Enter","Runs for 4.900 us",257759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22943,5,06 03 EA 03 02 
5354,2.577 595 750,"SysTick","ISR Exit","Returns to Idle",257759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22948,3,0F B6 89 
5355,2.578 590 850,"SysTick","ISR Enter","Runs for 4.900 us",257859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22951,5,06 03 EA 03 02 
5356,2.578 595 750,"SysTick","ISR Exit","Returns to Idle",257859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22956,3,0F B6 89 
5357,2.579 590 850,"SysTick","ISR Enter","Runs for 4.900 us",257959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22959,5,06 03 EA 03 02 
5358,2.579 595 750,"SysTick","ISR Exit","Returns to Idle",257959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22964,3,0F B6 89 
5359,2.580 590 850,"SysTick","ISR Enter","Runs for 4.900 us",258059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22967,5,06 03 EA 03 02 
5360,2.580 595 750,"SysTick","ISR Exit","Returns to Idle",258059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22972,3,0F B6 89 
5361,2.581 590 850,"SysTick","ISR Enter","Runs for 4.900 us",258159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22975,5,06 03 EA 03 02 
5362,2.581 595 750,"SysTick","ISR Exit","Returns to Idle",258159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22980,3,0F B6 89 
5363,2.582 590 850,"SysTick","ISR Enter","Runs for 4.900 us",258259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22983,5,06 03 EA 03 02 
5364,2.582 595 750,"SysTick","ISR Exit","Returns to Idle",258259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22988,3,0F B6 89 
5365,2.583 590 850,"SysTick","ISR Enter","Runs for 4.900 us",258359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22991,5,06 03 EA 03 02 
5366,2.583 595 750,"SysTick","ISR Exit","Returns to Idle",258359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22996,3,0F B6 89 
5367,2.584 590 850,"SysTick","ISR Enter","Runs for 4.900 us",258459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22999,5,06 03 EA 03 02 
5368,2.584 595 750,"SysTick","ISR Exit","Returns to Idle",258459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23004,3,0F B6 89 
5369,2.585 590 850,"SysTick","ISR Enter","Runs for 4.900 us",258559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23007,5,06 03 EA 03 02 
5370,2.585 595 750,"SysTick","ISR Exit","Returns to Idle",258559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23012,3,0F B6 89 
5371,2.586 590 850,"SysTick","ISR Enter","Runs for 4.900 us",258659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23015,5,06 03 EA 03 02 
5372,2.586 595 750,"SysTick","ISR Exit","Returns to Idle",258659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23020,3,0F B6 89 
5373,2.587 590 850,"SysTick","ISR Enter","Runs for 4.900 us",258759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23023,5,06 03 EA 03 02 
5374,2.587 595 750,"SysTick","ISR Exit","Returns to Idle",258759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23028,3,0F B6 89 
5375,2.588 590 850,"SysTick","ISR Enter","Runs for 4.900 us",258859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23031,5,06 03 EA 03 02 
5376,2.588 595 750,"SysTick","ISR Exit","Returns to Idle",258859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23036,3,0F B6 89 
5377,2.589 590 850,"SysTick","ISR Enter","Runs for 4.900 us",258959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23039,5,06 03 EA 03 02 
5378,2.589 595 750,"SysTick","ISR Exit","Returns to Idle",258959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23044,3,0F B6 89 
5379,2.590 590 850,"SysTick","ISR Enter","Runs for 4.900 us",259059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23047,5,06 03 EA 03 02 
5380,2.590 595 750,"SysTick","ISR Exit","Returns to Idle",259059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23052,3,0F B6 89 
5381,2.591 590 850,"SysTick","ISR Enter","Runs for 4.900 us",259159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23055,5,06 03 EA 03 02 
5382,2.591 595 750,"SysTick","ISR Exit","Returns to Idle",259159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23060,3,0F B6 89 
5383,2.592 590 850,"SysTick","ISR Enter","Runs for 4.900 us",259259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23063,5,06 03 EA 03 02 
5384,2.592 595 750,"SysTick","ISR Exit","Returns to Idle",259259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23068,3,0F B6 89 
5385,2.593 590 850,"SysTick","ISR Enter","Runs for 4.900 us",259359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23071,5,06 03 EA 03 02 
5386,2.593 595 750,"SysTick","ISR Exit","Returns to Idle",259359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23076,3,0F B6 89 
5387,2.594 590 850,"SysTick","ISR Enter","Runs for 4.900 us",259459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23079,5,06 03 EA 03 02 
5388,2.594 595 750,"SysTick","ISR Exit","Returns to Idle",259459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23084,3,0F B6 89 
5389,2.595 590 850,"SysTick","ISR Enter","Runs for 4.900 us",259559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23087,5,06 03 EA 03 02 
5390,2.595 595 750,"SysTick","ISR Exit","Returns to Idle",259559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23092,3,0F B6 89 
5391,2.596 590 850,"SysTick","ISR Enter","Runs for 4.900 us",259659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23095,5,06 03 EA 03 02 
5392,2.596 595 750,"SysTick","ISR Exit","Returns to Idle",259659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23100,3,0F B6 89 
5393,2.597 590 850,"SysTick","ISR Enter","Runs for 4.900 us",259759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23103,5,06 03 EA 03 02 
5394,2.597 595 750,"SysTick","ISR Exit","Returns to Idle",259759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23108,3,0F B6 89 
5395,2.598 590 850,"SysTick","ISR Enter","Runs for 4.900 us",259859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23111,5,06 03 EA 03 02 
5396,2.598 595 750,"SysTick","ISR Exit","Returns to Idle",259859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23116,3,0F B6 89 
5397,2.599 590 850,"SysTick","ISR Enter","Runs for 4.900 us",259959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23119,5,06 03 EA 03 02 
5398,2.599 595 750,"SysTick","ISR Exit","Returns to Idle",259959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23124,3,0F B6 89 
5399,2.600 590 850,"SysTick","ISR Enter","Runs for 4.900 us",260059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23127,5,06 03 EA 03 02 
5400,2.600 595 750,"SysTick","ISR Exit","Returns to Idle",260059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23132,3,0F B6 89 
5401,2.601 590 850,"SysTick","ISR Enter","Runs for 4.900 us",260159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23135,5,06 03 EA 03 02 
5402,2.601 595 750,"SysTick","ISR Exit","Returns to Idle",260159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23140,3,0F B6 89 
5403,2.602 590 850,"SysTick","ISR Enter","Runs for 4.900 us",260259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23143,5,06 03 EA 03 02 
5404,2.602 595 750,"SysTick","ISR Exit","Returns to Idle",260259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23148,3,0F B6 89 
5405,2.603 590 850,"SysTick","ISR Enter","Runs for 4.900 us",260359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,23151,5,06 03 EA 03 02 
5406,2.603 595 750,"SysTick","ISR Exit","Returns to Idle",260359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,23156,3,0F B6 89 
