sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
5109,2.461 595 750,"SysTick","ISR Exit","Returns to Idle",246159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21870,3,0F B6 89 
5110,2.462 590 850,"SysTick","ISR Enter","Runs for 4.900 us",246259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21873,5,06 03 EA 03 02 
5111,2.462 595 750,"SysTick","ISR Exit","Returns to Idle",246259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21878,3,0F B6 89 
5112,2.463 590 850,"SysTick","ISR Enter","Runs for 4.900 us",246359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21881,5,06 03 EA 03 02 
5113,2.463 595 750,"SysTick","ISR Exit","Returns to Idle",246359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21886,3,0F B6 89 
5114,2.464 590 850,"SysTick","ISR Enter","Runs for 4.900 us",246459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21889,5,06 03 EA 03 02 
5115,2.464 595 750,"SysTick","ISR Exit","Returns to Idle",246459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21894,3,0F B6 89 
5116,2.465 590 850,"SysTick","ISR Enter","Runs for 4.900 us",246559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21897,5,06 03 EA 03 02 
5117,2.465 595 750,"SysTick","ISR Exit","Returns to Idle",246559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21902,3,0F B6 89 
5118,2.466 590 850,"SysTick","ISR Enter","Runs for 4.900 us",246659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21905,5,06 03 EA 03 02 
5119,2.466 595 750,"SysTick","ISR Exit","Returns to Idle",246659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21910,3,0F B6 89 
5120,2.467 590 850,"SysTick","ISR Enter","Runs for 4.900 us",246759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21913,5,06 03 EA 03 02 
5121,2.467 595 750,"SysTick","ISR Exit","Returns to Idle",246759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21918,3,0F B6 89 
5122,2.468 590 850,"SysTick","ISR Enter","Runs for 4.900 us",246859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21921,5,06 03 EA 03 02 
5123,2.468 595 750,"SysTick","ISR Exit","Returns to Idle",246859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21926,3,0F B6 89 
5124,2.469 590 850,"SysTick","ISR Enter","Runs for 4.900 us",246959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21929,5,06 03 EA 03 02 
5125,2.469 595 750,"SysTick","ISR Exit","Returns to Idle",246959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21934,3,0F B6 89 
5126,2.470 590 850,"SysTick","ISR Enter","Runs for 4.900 us",247059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21937,5,06 03 EA 03 02 
5127,2.470 595 750,"SysTick","ISR Exit","Returns to Idle",247059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21942,3,0F B6 89 
5128,2.471 590 850,"SysTick","ISR Enter","Runs for 4.900 us",247159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21945,5,06 03 EA 03 02 
5129,2.471 595 750,"SysTick","ISR Exit","Returns to Idle",247159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21950,3,0F B6 89 
5130,2.472 590 850,"SysTick","ISR Enter","Runs for 4.900 us",247259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21953,5,06 03 EA 03 02 
5131,2.472 595 750,"SysTick","ISR Exit","Returns to Idle",247259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21958,3,0F B6 89 
5132,2.473 590 850,"SysTick","ISR Enter","Runs for 4.900 us",247359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21961,5,06 03 EA 03 02 
5133,2.473 595 750,"SysTick","ISR Exit","Returns to Idle",247359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21966,3,0F B6 89 
5134,2.474 590 850,"SysTick","ISR Enter","Runs for 4.900 us",247459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21969,5,06 03 EA 03 02 
5135,2.474 595 750,"SysTick","ISR Exit","Returns to Idle",247459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21974,3,0F B6 89 
5136,2.475 590 850,"SysTick","ISR Enter","Runs for 4.900 us",247559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21977,5,06 03 EA 03 02 
5137,2.475 595 750,"SysTick","ISR Exit","Returns to Idle",247559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21982,3,0F B6 89 
5138,2.476 590 850,"SysTick","ISR Enter","Runs for 4.900 us",247659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21985,5,06 03 EA 03 02 
5139,2.476 595 750,"SysTick","ISR Exit","Returns to Idle",247659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21990,3,0F B6 89 
5140,2.477 590 850,"SysTick","ISR Enter","Runs for 4.900 us",247759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,21993,5,06 03 EA 03 02 
5141,2.477 595 750,"SysTick","ISR Exit","Returns to Idle",247759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,21998,3,0F B6 89 
5142,2.478 590 850,"SysTick","ISR Enter","Runs for 4.900 us",247859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22001,5,06 03 EA 03 02 
5143,2.478 595 750,"SysTick","ISR Exit","Returns to Idle",247859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22006,3,0F B6 89 
5144,2.479 590 850,"SysTick","ISR Enter","Runs for 4.900 us",247959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22009,5,06 03 EA 03 02 
5145,2.479 595 750,"SysTick","ISR Exit","Returns to Idle",247959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22014,3,0F B6 89 
5146,2.480 590 850,"SysTick","ISR Enter","Runs for 4.900 us",248059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22017,5,06 03 EA 03 02 
5147,2.480 595 750,"SysTick","ISR Exit","Returns to Idle",248059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22022,3,0F B6 89 
5148,2.481 590 850,"SysTick","ISR Enter","Runs for 4.900 us",248159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22025,5,06 03 EA 03 02 
5149,2.481 595 750,"SysTick","ISR Exit","Returns to Idle",248159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22030,3,0F B6 89 
5150,2.482 590 850,"SysTick","ISR Enter","Runs for 4.900 us",248259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22033,5,06 03 EA 03 02 
5151,2.482 595 750,"SysTick","ISR Exit","Returns to Idle",248259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22038,3,0F B6 89 
5152,2.483 590 850,"SysTick","ISR Enter","Runs for 4.900 us",248359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22041,5,06 03 EA 03 02 
5153,2.483 595 750,"SysTick","ISR Exit","Returns to Idle",248359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22046,3,0F B6 89 
5154,2.484 590 850,"SysTick","ISR Enter","Runs for 4.900 us",248459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22049,5,06 03 EA 03 02 
5155,2.484 595 750,"SysTick","ISR Exit","Returns to Idle",248459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22054,3,0F B6 89 
5156,2.485 590 850,"SysTick","ISR Enter","Runs for 4.900 us",248559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22057,5,06 03 EA 03 02 
5157,2.485 595 750,"SysTick","ISR Exit","Returns to Idle",248559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22062,3,0F B6 89 
5158,2.486 590 850,"SysTick","ISR Enter","Runs for 4.900 us",248659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22065,5,06 03 EA 03 02 
5159,2.486 595 750,"SysTick","ISR Exit","Returns to Idle",248659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22070,3,0F B6 89 
5160,2.487 590 850,"SysTick","ISR Enter","Runs for 4.900 us",248759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22073,5,06 03 EA 03 02 
5161,2.487 595 750,"SysTick","ISR Exit","Returns to Idle",248759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22078,3,0F B6 89 
5162,2.488 590 850,"SysTick","ISR Enter","Runs for 4.900 us",248859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22081,5,06 03 EA 03 02 
5163,2.488 595 750,"SysTick","ISR Exit","Returns to Idle",248859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22086,3,0F B6 89 
5164,2.489 590 850,"SysTick","ISR Enter","Runs for 4.900 us",248959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22089,5,06 03 EA 03 02 
5165,2.489 595 750,"SysTick","ISR Exit","Returns to Idle",248959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22094,3,0F B6 89 
5166,2.490 590 850,"SysTick","ISR Enter","Runs for 4.900 us",249059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22097,5,06 03 EA 03 02 
5167,2.490 595 750,"SysTick","ISR Exit","Returns to Idle",249059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22102,3,0F B6 89 
5168,2.491 590 850,"SysTick","ISR Enter","Runs for 4.900 us",249159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22105,5,06 03 EA 03 02 
5169,2.491 595 750,"SysTick","ISR Exit","Returns to Idle",249159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22110,3,0F B6 89 
5170,2.492 590 850,"SysTick","ISR Enter","Runs for 4.900 us",249259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22113,5,06 03 EA 03 02 
5171,2.492 595 750,"SysTick","ISR Exit","Returns to Idle",249259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22118,3,0F B6 89 
5172,2.493 590 850,"SysTick","ISR Enter","Runs for 4.900 us",249359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22121,5,06 03 EA 03 02 
5173,2.493 595 750,"SysTick","ISR Exit","Returns to Idle",249359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22126,3,0F B6 89 
5174,2.494 590 850,"SysTick","ISR Enter","Runs for 4.900 us",249459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22129,5,06 03 EA 03 02 
5175,2.494 595 750,"SysTick","ISR Exit","Returns to Idle",249459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22134,3,0F B6 89 
5176,2.495 590 850,"SysTick","ISR Enter","Runs for 4.900 us",249559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22137,5,06 03 EA 03 02 
5177,2.495 595 750,"SysTick","ISR Exit","Returns to Idle",249559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22142,3,0F B6 89 
5178,2.496 590 850,"SysTick","ISR Enter","Runs for 4.900 us",249659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22145,5,06 03 EA 03 02 
5179,2.496 595 750,"SysTick","ISR Exit","Returns to Idle",249659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22150,3,0F B6 89 
5180,2.497 590 850,"SysTick","ISR Enter","Runs for 4.900 us",249759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22153,5,06 03 EA 03 02 
5181,2.497 595 750,"SysTick","ISR Exit","Returns to Idle",249759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22158,3,0F B6 89 
5182,2.498 590 850,"SysTick","ISR Enter","Runs for 4.900 us",249859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22161,5,06 03 EA 03 02 
5183,2.498 595 750,"SysTick","ISR Exit","Returns to Idle",249859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22166,3,0F B6 89 
5184,2.499 590 850,"SysTick","ISR Enter","Runs for 4.900 us",249959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22169,5,06 03 EA 03 02 
5185,2.499 595 750,"SysTick","ISR Exit","Returns to Idle",249959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22174,3,0F B6 89 
5186,2.500 590 850,"SysTick","ISR Enter","Runs for 24.260 us",250059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22177,5,06 03 EA 03 02 
5187,2.500 597 230,"SysTick","Task Ready","led_orang, runs after 30.090 us",250059723,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,22182,8,0F B6 89 06 03 EA 03 02 
5188,2.500 603 650,"SysTick","Task Ready","led_red, runs after 72.000 us",250060365,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,22190,8,0F B6 89 06 03 EA 03 02 
5189,2.500 609 940,"SysTick","Task Ready","led_blue, runs after 112.240 us",250060994,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,22198,8,0F B6 89 06 03 EA 03 02 
5190,2.500 615 110,"SysTick","ISR Exit","Returns to Scheduler",250061511,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,22206,3,0F B6 89 
5191,2.500 627 320,"led_orang","Task Run","Runs for 48.330 us",250062732,0x0000000400000000,0x0000000810000880,0x0000000810000880,4,22209,8,06 03 EA 03 02 0F B6 89 
5192,2.500 633 640,"led_orang","xTaskNotifyWait","ulBitsToClearOnEntry=0 ulBitsToClearOnExit=0 pulNotificationValue=0 xTicksToWait=500",250063364,0x0000000810000880,0x0000000810000880,0x0000000810000880,64,22217,9,06 03 EA 03 02 0F B6 89 06 
5193,2.500 656 750,"led_orang","Log","Toggling orange LED",250065675,0x0000000810000880,0x0000000810000880,0x0000000810000880,26,22226,26,03 EA 03 02 0F B6 89 06 03 EA 03 02 0F B6 89 06 03 EA 03 02 0F B6 89 06 03 EA 
5194,2.500 675 650,"led_red","Task Run","Runs for 46.530 us",250067565,0x0000000810000880,0x0000000810000C18,0x0000000810000C18,4,22252,8,03 02 0F B6 89 06 03 EA 
5195,2.500 682 240,"led_red","xTaskNotifyWait","ulBitsToClearOnEntry=0 ulBitsToClearOnExit=0 pulNotificationValue=0 xTicksToWait=250",250068224,0x0000000810000C18,0x0000000810000C18,0x0000000810000C18,64,22260,9,03 02 0F B6 89 06 03 EA 03 
5196,2.500 706 190,"led_red","Log","Toggling red LED",250070619,0x0000000810000C18,0x0000000810000C18,0x0000000810000C18,26,22269,23,02 0F B6 89 06 03 EA 03 02 0F B6 89 06 03 EA 03 02 0F B6 89 06 03 EA 
5197,2.500 722 180,"led_blue","Task Run","Runs for 45.990 us",250072218,0x0000000810000C18,0x0000000810000FB0,0x0000000810000FB0,4,22292,8,03 02 0F B6 89 06 03 EA 
5198,2.500 728 510,"led_blue","xTaskNotifyWait","ulBitsToClearOnEntry=0 ulBitsToClearOnExit=0 pulNotificationValue=0 xTicksToWait=125",250072851,0x0000000810000FB0,0x0000000810000FB0,0x0000000810000FB0,64,22300,8,03 02 0F B6 89 06 03 EA 
5199,2.500 753 300,"led_blue","Log","Toggling blue LED",250075330,0x0000000810000FB0,0x0000000810000FB0,0x0000000810000FB0,26,22308,24,03 02 0F B6 89 06 03 EA 03 02 0F B6 89 06 03 EA 03 02 0F B6 89 06 03 EA 
5200,2.500 768 170,"Idle","System Idle","Idle for 124.834 ms",250076817,0x0000000810000FB0,0x0000001000000000,0x0000001000000000,17,22332,3,03 02 0F 
5201,2.501 590 850,"SysTick","ISR Enter","Runs for 4.900 us",250159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22335,5,B6 89 06 03 EA 
5202,2.501 595 750,"SysTick","ISR Exit","Returns to Idle",250159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22340,3,03 02 0F 
5203,2.502 590 850,"SysTick","ISR Enter","Runs for 4.900 us",250259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22343,5,B6 89 06 03 EA 
5204,2.502 595 750,"SysTick","ISR Exit","Returns to Idle",250259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22348,3,03 02 0F 
5205,2.503 590 850,"SysTick","ISR Enter","Runs for 4.900 us",250359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22351,5,B6 89 06 06 80 
5206,2.503 595 750,"SysTick","ISR Exit","Returns to Idle",250359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22356,3,91 80 80 
5207,2.504 590 850,"SysTick","ISR Enter","Runs for 4.900 us",250459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22359,5,01 FE 04 06 98 
5208,2.504 595 750,"SysTick","ISR Exit","Returns to Idle",250459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22364,3,98 80 80 
5209,2.505 590 850,"SysTick","ISR Enter","Runs for 4.900 us",250559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22367,5,01 82 05 06 B0 
5210,2.505 595 750,"SysTick","ISR Exit","Returns to Idle",250559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22372,3,9F 80 80 
5211,2.506 590 850,"SysTick","ISR Enter","Runs for 4.900 us",250659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22375,5,01 F5 04 12 85 
5212,2.506 595 750,"SysTick","ISR Exit","Returns to Idle",250659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22380,3,04 04 80 
5213,2.507 590 850,"SysTick","ISR Enter","Runs for 4.900 us",250759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22383,5,91 80 80 01 C5 
5214,2.507 595 750,"SysTick","ISR Exit","Returns to Idle",250759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22388,3,09 40 05 
5215,2.508 590 850,"SysTick","ISR Enter","Runs for 4.900 us",250859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22391,5,00 00 00 F4 03 
5216,2.508 595 750,"SysTick","ISR Exit","Returns to Idle",250859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22396,3,F8 04 1A 
5217,2.509 590 850,"SysTick","ISR Enter","Runs for 4.900 us",250959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22399,5,16 13 54 6F 67 
5218,2.509 595 750,"SysTick","ISR Exit","Returns to Idle",250959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22404,3,67 6C 69 
5219,2.510 590 850,"SysTick","ISR Enter","Runs for 4.900 us",251059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22407,5,6E 67 20 6F 72 
5220,2.510 595 750,"SysTick","ISR Exit","Returns to Idle",251059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22412,3,61 6E 67 
5221,2.511 590 850,"SysTick","ISR Enter","Runs for 4.900 us",251159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22415,5,65 20 4C 45 44 
5222,2.511 595 750,"SysTick","ISR Exit","Returns to Idle",251159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22420,3,00 00 87 
5223,2.512 590 850,"SysTick","ISR Enter","Runs for 4.900 us",251259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22423,5,12 04 98 98 80 
5224,2.512 595 750,"SysTick","ISR Exit","Returns to Idle",251259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22428,3,80 01 E2 
5225,2.513 590 850,"SysTick","ISR Enter","Runs for 4.900 us",251359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22431,5,0E 40 05 00 00 
5226,2.513 595 750,"SysTick","ISR Exit","Returns to Idle",251359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22436,3,00 FA 01 
5227,2.514 590 850,"SysTick","ISR Enter","Runs for 4.900 us",251459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22439,5,93 05 1A 13 10 
5228,2.514 595 750,"SysTick","ISR Exit","Returns to Idle",251459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22444,3,54 6F 67 
5229,2.515 590 850,"SysTick","ISR Enter","Runs for 4.900 us",251559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22447,5,67 6C 69 6E 67 
5230,2.515 595 750,"SysTick","ISR Exit","Returns to Idle",251559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22452,3,20 72 65 
5231,2.516 590 850,"SysTick","ISR Enter","Runs for 4.900 us",251659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22455,5,64 20 4C 45 44 
5232,2.516 595 750,"SysTick","ISR Exit","Returns to Idle",251659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22460,3,00 00 DB 
5233,2.517 590 850,"SysTick","ISR Enter","Runs for 4.900 us",251759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22463,5,12 04 B0 9F 80 
5234,2.517 595 750,"SysTick","ISR Exit","Returns to Idle",251759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22468,3,80 01 BF 
5235,2.518 590 850,"SysTick","ISR Enter","Runs for 4.900 us",251859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22471,5,0C 40 04 00 00 
5236,2.518 595 750,"SysTick","ISR Exit","Returns to Idle",251859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22476,3,00 7D F9 
5237,2.519 590 850,"SysTick","ISR Enter","Runs for 4.900 us",251959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22479,5,04 1A 14 11 54 
5238,2.519 595 750,"SysTick","ISR Exit","Returns to Idle",251959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22484,3,6F 67 67 
5239,2.520 590 850,"SysTick","ISR Enter","Runs for 4.900 us",252059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22487,5,6C 69 6E 67 20 
5240,2.520 595 750,"SysTick","ISR Exit","Returns to Idle",252059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22492,3,62 6C 75 
5241,2.521 590 850,"SysTick","ISR Enter","Runs for 4.900 us",252159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22495,5,65 20 4C 45 44 
5242,2.521 595 750,"SysTick","ISR Exit","Returns to Idle",252159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22500,3,00 00 AF 
5243,2.522 590 850,"SysTick","ISR Enter","Runs for 4.900 us",252259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22503,5,13 11 CF 0B 02 
5244,2.522 595 750,"SysTick","ISR Exit","Returns to Idle",252259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22508,3,0F DC 82 
5245,2.523 590 850,"SysTick","ISR Enter","Runs for 4.900 us",252359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22511,5,05 03 EA 03 02 
5246,2.523 595 750,"SysTick","ISR Exit","Returns to Idle",252359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22516,3,0F B6 89 
5247,2.524 590 850,"SysTick","ISR Enter","Runs for 4.900 us",252459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22519,5,06 03 EA 03 02 
5248,2.524 595 750,"SysTick","ISR Exit","Returns to Idle",252459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22524,3,0F B6 89 
5249,2.525 590 850,"SysTick","ISR Enter","Runs for 4.900 us",252559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22527,5,06 03 EA 03 02 
5250,2.525 595 750,"SysTick","ISR Exit","Returns to Idle",252559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22532,3,0F B6 89 
5251,2.526 590 850,"SysTick","ISR Enter","Runs for 4.900 us",252659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22535,5,06 03 EA 03 02 
5252,2.526 595 750,"SysTick","ISR Exit","Returns to Idle",252659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22540,3,0F B6 89 
5253,2.527 590 850,"SysTick","ISR Enter","Runs for 4.900 us",252759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22543,5,06 03 EA 03 02 
5254,2.527 595 750,"SysTick","ISR Exit","Returns to Idle",252759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22548,3,0F B6 89 
5255,2.528 590 850,"SysTick","ISR Enter","Runs for 4.900 us",252859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22551,5,06 03 EA 03 02 
5256,2.528 595 750,"SysTick","ISR Exit","Returns to Idle",252859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22556,3,0F B6 89 
5257,2.529 590 850,"SysTick","ISR Enter","Runs for 4.900 us",252959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22559,5,06 03 EA 03 02 
5258,2.529 595 750,"SysTick","ISR Exit","Returns to Idle",252959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22564,3,0F B6 89 
5259,2.530 590 850,"SysTick","ISR Enter","Runs for 4.900 us",253059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22567,5,06 03 EA 03 02 
5260,2.530 595 750,"SysTick","ISR Exit","Returns to Idle",253059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22572,3,0F B6 89 
5261,2.531 590 850,"SysTick","ISR Enter","Runs for 4.900 us",253159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22575,5,06 03 EA 03 02 
5262,2.531 595 750,"SysTick","ISR Exit","Returns to Idle",253159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22580,3,0F B6 89 
5263,2.532 590 850,"SysTick","ISR Enter","Runs for 4.900 us",253259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22583,5,06 03 EA 03 02 
5264,2.532 595 750,"SysTick","ISR Exit","Returns to Idle",253259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22588,3,0F B6 89 
5265,2.533 590 850,"SysTick","ISR Enter","Runs for 4.900 us",253359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22591,5,06 03 EA 03 02 
5266,2.533 595 750,"SysTick","ISR Exit","Returns to Idle",253359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22596,3,0F B6 89 
5267,2.534 590 850,"SysTick","ISR Enter","Runs for 4.900 us",253459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22599,5,06 03 EA 03 02 
5268,2.534 595 750,"SysTick","ISR Exit","Returns to Idle",253459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22604,3,0F B6 89 
5269,2.535 590 850,"SysTick","ISR Enter","Runs for 4.900 us",253559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22607,5,06 03 EA 03 02 
5270,2.535 595 750,"SysTick","ISR Exit","Returns to Idle",253559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22612,3,0F B6 89 
5271,2.536 590 850,"SysTick","ISR Enter","Runs for 4.900 us",253659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22615,5,06 03 EA 03 02 
5272,2.536 595 750,"SysTick","ISR Exit","Returns to Idle",253659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22620,3,0F B6 89 
5273,2.537 590 850,"SysTick","ISR Enter","Runs for 4.900 us",253759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22623,5,06 03 EA 03 02 
5274,2.537 595 750,"SysTick","ISR Exit","Returns to Idle",253759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22628,3,0F B6 89 
