sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
165,0.065 589 560,"SysTick","ISR Enter","Runs for 5.000 us",6558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1008,5,89 06 03 EC 03 
166,0.065 594 560,"SysTick","ISR Exit","Returns to Idle",6559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1013,3,02 0F B4 
167,0.066 589 560,"SysTick","ISR Enter","Runs for 5.000 us",6658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1016,5,89 06 03 EC 03 
168,0.066 594 560,"SysTick","ISR Exit","Returns to Idle",6659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1021,3,02 0F B4 
169,0.067 589 560,"SysTick","ISR Enter","Runs for 5.000 us",6758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1024,5,89 06 03 EC 03 
170,0.067 594 560,"SysTick","ISR Exit","Returns to Idle",6759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1029,3,02 0F B4 
171,0.068 589 560,"SysTick","ISR Enter","Runs for 5.000 us",6858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1032,5,89 06 03 EC 03 
172,0.068 594 560,"SysTick","ISR Exit","Returns to Idle",6859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1037,3,02 0F B4 
173,0.069 589 560,"SysTick","ISR Enter","Runs for 5.000 us",6958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1040,5,89 06 03 EC 03 
174,0.069 594 560,"SysTick","ISR Exit","Returns to Idle",6959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1045,3,02 0F B4 
175,0.070 589 560,"SysTick","ISR Enter","Runs for 5.000 us",7058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1048,5,89 06 03 EC 03 
176,0.070 594 560,"SysTick","ISR Exit","Returns to Idle",7059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1053,3,02 0F B4 
177,0.071 589 560,"SysTick","ISR Enter","Runs for 5.000 us",7158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1056,5,89 06 03 EC 03 
178,0.071 594 560,"SysTick","ISR Exit","Returns to Idle",7159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1061,3,02 0F B4 
179,0.072 589 560,"SysTick","ISR Enter","Runs for 5.000 us",7258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1064,5,89 06 03 EC 03 
180,0.072 594 560,"SysTick","ISR Exit","Returns to Idle",7259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1069,3,02 0F B4 
181,0.073 589 560,"SysTick","ISR Enter","Runs for 5.000 us",7358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1072,5,89 06 03 EC 03 
182,0.073 594 560,"SysTick","ISR Exit","Returns to Idle",7359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1077,3,02 0F B4 
183,0.074 589 560,"SysTick","ISR Enter","Runs for 5.000 us",7458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1080,5,89 06 03 EC 03 
184,0.074 594 560,"SysTick","ISR Exit","Returns to Idle",7459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1085,3,02 0F B4 
185,0.075 589 560,"SysTick","ISR Enter","Runs for 5.000 us",7558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1088,5,89 06 03 EC 03 
186,0.075 594 560,"SysTick","ISR Exit","Returns to Idle",7559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1093,3,02 0F B4 
187,0.076 589 560,"SysTick","ISR Enter","Runs for 5.000 us",7658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1096,5,89 06 03 EC 03 
188,0.076 594 560,"SysTick","ISR Exit","Returns to Idle",7659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1101,3,02 0F B4 
189,0.077 589 560,"SysTick","ISR Enter","Runs for 5.000 us",7758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1104,5,89 06 03 EC 03 
190,0.077 594 560,"SysTick","ISR Exit","Returns to Idle",7759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1109,3,02 0F B4 
191,0.078 589 560,"SysTick","ISR Enter","Runs for 5.000 us",7858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1112,5,89 06 03 EC 03 
192,0.078 594 560,"SysTick","ISR Exit","Returns to Idle",7859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1117,3,02 0F B4 
193,0.079 589 560,"SysTick","ISR Enter","Runs for 5.000 us",7958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1120,5,89 06 03 EC 03 
194,0.079 594 560,"SysTick","ISR Exit","Returns to Idle",7959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1125,3,02 0F B4 
195,0.080 589 560,"SysTick","ISR Enter","Runs for 5.000 us",8058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1128,5,89 06 03 EC 03 
196,0.080 594 560,"SysTick","ISR Exit","Returns to Idle",8059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1133,3,02 0F B4 
197,0.081 589 560,"SysTick","ISR Enter","Runs for 5.000 us",8158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1136,5,89 06 03 EC 03 
198,0.081 594 560,"SysTick","ISR Exit","Returns to Idle",8159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1141,3,02 0F B4 
199,0.082 589 560,"SysTick","ISR Enter","Runs for 5.000 us",8258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1144,5,89 06 03 EC 03 
200,0.082 594 560,"SysTick","ISR Exit","Returns to Idle",8259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1149,3,02 0F B4 
201,0.083 589 560,"SysTick","ISR Enter","Runs for 5.000 us",8358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1152,5,89 06 03 EC 03 
202,0.083 594 560,"SysTick","ISR Exit","Returns to Idle",8359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1157,3,02 0F B4 
203,0.084 589 560,"SysTick","ISR Enter","Runs for 5.000 us",8458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1160,5,89 06 03 EC 03 
204,0.084 594 560,"SysTick","ISR Exit","Returns to Idle",8459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1165,3,02 0F B4 
205,0.085 589 560,"SysTick","ISR Enter","Runs for 5.000 us",8558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1168,5,89 06 03 EC 03 
206,0.085 594 560,"SysTick","ISR Exit","Returns to Idle",8559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1173,3,02 0F B4 
207,0.086 589 560,"SysTick","ISR Enter","Runs for 5.000 us",8658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1176,5,89 06 03 EC 03 
208,0.086 594 560,"SysTick","ISR Exit","Returns to Idle",8659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1181,3,02 0F B4 
209,0.087 589 560,"SysTick","ISR Enter","Runs for 5.000 us",8758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1184,5,89 06 03 EC 03 
210,0.087 594 560,"SysTick","ISR Exit","Returns to Idle",8759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1189,3,02 0F B4 
211,0.088 589 560,"SysTick","ISR Enter","Runs for 5.000 us",8858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1192,5,89 06 03 EC 03 
212,0.088 594 560,"SysTick","ISR Exit","Returns to Idle",8859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1197,3,02 0F B4 
213,0.089 589 560,"SysTick","ISR Enter","Runs for 5.000 us",8958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1200,5,89 06 03 EC 03 
214,0.089 594 560,"SysTick","ISR Exit","Returns to Idle",8959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1205,3,02 0F B4 
215,0.090 589 560,"SysTick","ISR Enter","Runs for 5.000 us",9058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1208,5,89 06 03 EC 03 
216,0.090 594 560,"SysTick","ISR Exit","Returns to Idle",9059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1213,3,02 0F B4 
217,0.091 589 560,"SysTick","ISR Enter","Runs for 5.000 us",9158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1216,5,89 06 03 EC 03 
218,0.091 594 560,"SysTick","ISR Exit","Returns to Idle",9159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1221,3,02 0F B4 
219,0.092 589 560,"SysTick","ISR Enter","Runs for 5.000 us",9258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1224,5,89 06 03 EC 03 
220,0.092 594 560,"SysTick","ISR Exit","Returns to Idle",9259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1229,3,02 0F B4 
221,0.093 589 560,"SysTick","ISR Enter","Runs for 5.000 us",9358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1232,5,89 06 03 EC 03 
222,0.093 594 560,"SysTick","ISR Exit","Returns to Idle",9359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1237,3,02 0F B4 
223,0.094 589 560,"SysTick","ISR Enter","Runs for 5.000 us",9458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1240,5,89 06 03 EC 03 
224,0.094 594 560,"SysTick","ISR Exit","Returns to Idle",9459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1245,3,02 0F B4 
225,0.095 589 560,"SysTick","ISR Enter","Runs for 5.000 us",9558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1248,5,89 06 03 EC 03 
226,0.095 594 560,"SysTick","ISR Exit","Returns to Idle",9559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1253,3,02 0F B4 
227,0.096 589 560,"SysTick","ISR Enter","Runs for 5.000 us",9658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1256,5,89 06 03 EC 03 
228,0.096 594 560,"SysTick","ISR Exit","Returns to Idle",9659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1261,3,02 0F B4 
229,0.097 589 560,"SysTick","ISR Enter","Runs for 5.000 us",9758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1264,5,89 06 03 EC 03 
230,0.097 594 560,"SysTick","ISR Exit","Returns to Idle",9759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1269,3,02 0F B4 
231,0.098 589 560,"SysTick","ISR Enter","Runs for 5.000 us",9858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1272,5,89 06 03 EC 03 
232,0.098 594 560,"SysTick","ISR Exit","Returns to Idle",9859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1277,3,02 0F B4 
233,0.099 589 560,"SysTick","ISR Enter","Runs for 5.000 us",9958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1280,5,89 06 03 EC 03 
234,0.099 594 560,"SysTick","ISR Exit","Returns to Idle",9959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1285,3,02 0F B4 
235,0.100 589 560,"SysTick","ISR Enter","Runs for 5.000 us",10058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1288,5,89 06 03 EC 03 
236,0.100 594 560,"SysTick","ISR Exit","Returns to Idle",10059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1293,3,02 0F B4 
237,0.101 589 560,"SysTick","ISR Enter","Runs for 5.000 us",10158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1296,5,89 06 03 EC 03 
238,0.101 594 560,"SysTick","ISR Exit","Returns to Idle",10159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1301,3,02 0F B4 
239,0.102 589 560,"SysTick","ISR Enter","Runs for 5.000 us",10258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1304,5,89 06 03 EC 03 
240,0.102 594 560,"SysTick","ISR Exit","Returns to Idle",10259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1309,3,02 0F B4 
241,0.103 589 560,"SysTick","ISR Enter","Runs for 5.000 us",10358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1312,5,89 06 03 EC 03 
242,0.103 594 560,"SysTick","ISR Exit","Returns to Idle",10359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1317,3,02 0F B4 
243,0.104 589 560,"SysTick","ISR Enter","Runs for 5.000 us",10458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1320,5,89 06 03 EC 03 
244,0.104 594 560,"SysTick","ISR Exit","Returns to Idle",10459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1325,3,02 0F B4 
245,0.105 589 560,"SysTick","ISR Enter","Runs for 5.000 us",10558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1328,5,89 06 03 EC 03 
246,0.105 594 560,"SysTick","ISR Exit","Returns to Idle",10559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1333,3,02 0F B4 
247,0.106 589 560,"SysTick","ISR Enter","Runs for 5.000 us",10658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1336,5,89 06 03 EC 03 
248,0.106 594 560,"SysTick","ISR Exit","Returns to Idle",10659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1341,3,02 0F B4 
249,0.107 589 560,"SysTick","ISR Enter","Runs for 5.000 us",10758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1344,5,89 06 03 EC 03 
250,0.107 594 560,"SysTick","ISR Exit","Returns to Idle",10759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1349,3,02 0F B4 
251,0.108 589 560,"SysTick","ISR Enter","Runs for 5.000 us",10858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1352,5,89 06 03 EC 03 
252,0.108 594 560,"SysTick","ISR Exit","Returns to Idle",10859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1357,3,02 0F B4 
253,0.109 589 560,"SysTick","ISR Enter","Runs for 5.000 us",10958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1360,5,89 06 03 EC 03 
254,0.109 594 560,"SysTick","ISR Exit","Returns to Idle",10959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1365,3,02 0F B4 
255,0.110 589 560,"SysTick","ISR Enter","Runs for 5.000 us",11058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1368,5,89 06 03 EC 03 
256,0.110 594 560,"SysTick","ISR Exit","Returns to Idle",11059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1373,3,02 0F B4 
257,0.111 589 560,"SysTick","ISR Enter","Runs for 5.000 us",11158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1376,5,89 06 03 EC 03 
258,0.111 594 560,"SysTick","ISR Exit","Returns to Idle",11159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1381,3,02 0F B4 
259,0.112 589 560,"SysTick","ISR Enter","Runs for 5.000 us",11258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1384,5,89 06 03 EC 03 
260,0.112 594 560,"SysTick","ISR Exit","Returns to Idle",11259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1389,3,02 0F B4 
261,0.113 589 560,"SysTick","ISR Enter","Runs for 5.000 us",11358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1392,5,89 06 03 EC 03 
262,0.113 594 560,"SysTick","ISR Exit","Returns to Idle",11359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1397,3,02 0F B4 
263,0.114 589 560,"SysTick","ISR Enter","Runs for 5.000 us",11458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1400,5,89 06 03 EC 03 
264,0.114 594 560,"SysTick","ISR Exit","Returns to Idle",11459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1405,3,02 0F B4 
265,0.115 589 560,"SysTick","ISR Enter","Runs for 5.000 us",11558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1408,5,89 06 03 EC 03 
266,0.115 594 560,"SysTick","ISR Exit","Returns to Idle",11559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1413,3,02 0F B4 
267,0.116 589 560,"SysTick","ISR Enter","Runs for 5.000 us",11658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1416,5,89 06 03 EC 03 
268,0.116 594 560,"SysTick","ISR Exit","Returns to Idle",11659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1421,3,02 0F B4 
269,0.117 589 560,"SysTick","ISR Enter","Runs for 5.000 us",11758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1424,5,89 06 03 EC 03 
270,0.117 594 560,"SysTick","ISR Exit","Returns to Idle",11759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1429,3,02 0F B4 
271,0.118 589 560,"SysTick","ISR Enter","Runs for 5.000 us",11858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1432,5,89 06 03 EC 03 
272,0.118 594 560,"SysTick","ISR Exit","Returns to Idle",11859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1437,3,02 0F B4 
273,0.119 589 560,"SysTick","ISR Enter","Runs for 5.000 us",11958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1440,5,89 06 03 EC 03 
274,0.119 594 560,"SysTick","ISR Exit","Returns to Idle",11959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1445,3,02 0F B4 
275,0.120 589 560,"SysTick","ISR Enter","Runs for 5.000 us",12058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1448,5,89 06 03 EC 03 
276,0.120 594 560,"SysTick","ISR Exit","Returns to Idle",12059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1453,3,02 0F B4 
277,0.121 589 560,"SysTick","ISR Enter","Runs for 5.000 us",12158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1456,5,89 06 03 EC 03 
278,0.121 594 560,"SysTick","ISR Exit","Returns to Idle",12159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1461,3,02 0F B4 
279,0.122 589 560,"SysTick","ISR Enter","Runs for 5.000 us",12258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1464,5,89 06 03 EC 03 
280,0.122 594 560,"SysTick","ISR Exit","Returns to Idle",12259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1469,3,02 0F B4 
281,0.123 589 560,"SysTick","ISR Enter","Runs for 5.000 us",12358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1472,5,89 06 03 EC 03 
282,0.123 594 560,"SysTick","ISR Exit","Returns to Idle",12359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1477,3,02 0F B4 
283,0.124 589 560,"SysTick","ISR Enter","Runs for 5.000 us",12458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1480,5,89 06 03 EC 03 
284,0.124 594 560,"SysTick","ISR Exit","Returns to Idle",12459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1485,3,02 0F B4 
285,0.125 589 560,"SysTick","ISR Enter","Runs for 11.980 us",12558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1488,5,89 06 03 EC 03 
286,0.125 596 020,"SysTick","Task Ready","led_blue, runs after 15.080 us",12559602,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,1493,8,02 0F B4 89 06 03 EC 03 
287,0.125 601 540,"SysTick","ISR Exit","Returns to Scheduler",12560154,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,1501,3,02 0F B4 
288,0.125 611 100,"led_blue","Task Run","Runs for 47.910 us",12561110,0x0000000400000000,0x0000000810000F48,0x0000000810000F48,4,1504,8,89 06 03 EC 03 02 0F B4 
289,0.125 635 200,"led_blue","Log","Toggling blue LED",12563520,0x0000000810000F48,0x0000000810000F48,0x0000000810000F48,26,1512,24,89 06 03 EC 03 02 0F B4 89 06 03 EC 03 02 0F B4 89 06 03 EC 03 02 0F B4 
290,0.125 645 320,"led_blue","vTaskDelayUntil","",12564532,0x0000000810000F48,0x0000000810000F48,0x0000000810000F48,36,1536,4,89 06 03 EC 
291,0.125 659 010,"Idle","System Idle","Idle for 124.948 ms",12565901,0x0000000810000F48,0x0000001000000000,0x0000001000000000,17,1540,3,03 02 0F 
292,0.126 590 360,"SysTick","ISR Enter","Runs for 5.000 us",12659036,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1543,5,B4 89 06 03 EC 
293,0.126 595 360,"SysTick","ISR Exit","Returns to Idle",12659536,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1548,3,03 02 0F 
294,0.127 589 560,"SysTick","ISR Enter","Runs for 5.000 us",12758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1551,5,B4 89 06 03 EC 
295,0.127 594 560,"SysTick","ISR Exit","Returns to Idle",12759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1556,3,03 02 0F 
296,0.128 589 560,"SysTick","ISR Enter","Runs for 5.000 us",12858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1559,5,B4 89 06 03 EC 
297,0.128 594 560,"SysTick","ISR Exit","Returns to Idle",12859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1564,3,03 02 0F 
298,0.129 589 560,"SysTick","ISR Enter","Runs for 5.000 us",12958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1567,5,B4 89 06 03 EC 
299,0.129 594 560,"SysTick","ISR Exit","Returns to Idle",12959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1572,3,03 02 0F 
300,0.130 589 560,"SysTick","ISR Enter","Runs for 5.000 us",13058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1575,5,B4 89 06 03 EC 
